date,text,title,rating
2017-01-12,I have only had my Belabeat a few weeks but so far I love it. I love how it tracks my sleep and my steps. I hope more features will be added to complement my lifestyle.,Happy!,5
2017-01-20,"pros:-a tracker disguised as a piece of jewelry that is actually attractive-helpful tracking for steps, reproductive cycle, sleep and stress-i love the meditation tutorials in the app-easy to use phone app that syncs easily with trackercons:-my leaf has actually fallen off the bracelet a few times. the bracelet as two hooks that the leaf hooks onto and they seem to be too much leeway so it isn't 100% secure. I have only had it for about a month, so this is not due to wear & tear. A little nerve-wracking as I don't want to lose it!",finally an attractive activity/fertility/sleep tracker that i'm happy to wear!,4
2017-11-20,Not a good product for tracking steps. Software chip is awful. I wore two trackers and once and the BellaBeat was awful. I retuned for a full refund. Great design and pretty piece but the mechanics of the steps tracking was a fail. Get a FitBit instead. Much better software.,Buyer Beware,1
2019-03-29,I purchased this product in January directly from the manufacturer.  It worked great for two months and then just stopped working.  Their customer service has forced me to jump through hoops and I still do not have a functioning Leaf or a replacement.  So disappointed!,Customer support not helpful,1
2016-11-25,Absolutely love my Urban Leaf!The meditations are amazing on top of all the other great features!!I highly recommend the Bellabeat Urban Leaf!,Awesomeness!,5
2017-01-12,I love my leaf! I got it as a gift and have worn it everyday. The app is really useful and it also syncs well with an iPhone. Constantly getting complements on the look.,I love my leaf,5
2017-01-06,Appears to be accurate tracking steps and sleep. Easy to add activities in the app and the guided meditations are short enough to fit in a busy day but still effective.,Does what it says,5
2017-01-19,Very good - get compliments on my new necklaceSo proving what a stylish piece it isI love the sleep tracking too- love it highly recommend it,Very good - get compliments on my new necklace So proving ...,5
2017-02-04,"I've had several fit bits and, while that's a decent product with lots of capability, it was more than I needed and I wanted a device that had a classier look so that it would wear well with my work clothes.  I'm very satisfied and think that it's beautiful!",Classy Pedometer,5
2017-01-25,Love my urban lead bellabeat! I wear it as a bracelet and necklace the most. It helps me track my period and keeps me inspired to meet my goals of sleep and steps!,Great gift from my hubby!,5
2020-03-03,"I purchased this product for a Black Friday. Within a couple day’s it stopped working. They sent me a replacement. It’s now about 3 months since they sent the second one and it doesn’t count my steps, go off for my morning alarm, and barely vibrates for hourly reminders to move. I’ve reached out to customer service and they’ve NOT Responded.  This is the worst product I’ve ever purchased. I would not recommend to anyone. Buy the Fitbit!",Pretty but pointless,1
2017-01-19,"Bellabeat Leaf is a great product. It does not look like the typical rubber band and nobody notices that you are wearing an activity tracker. Even some of my colleagues asked me about the bracelet because they were interested in buying a gift to their wives (and they thought it was jewelry!).The only point that could be enhanced is the fertility tracker: it is set to ""standard"" periods. If it was possible to add more info (BBT, CM, OPK results...), it would be better for people with less regular cycles who are also trying to conceive.",A beautiful alternative to rubber bands,4
2017-01-12,"LOVE IT!!  This is beautiful, and does exactly what it says it would do. I wasn't sure I needed this type of a tracker, but I am so happy I made the purchase.",Well worth the money invested!!,5
2017-01-23,"I have been using the Urban Leaf for about a month now, and love that it tracks my activity while looking like jewelry. Being able to wear it as a bracelet or clip on to my clothes is an added bonus, so it always goes with me. I would say that the only downfall I see is that is doesn't display your steps in the Leaf itself. You have to sync it. That would certainly be helpful when I can't carry my phone and sync up.",Christmas present for me,4
